codlog;tipo;titulo;preposicao;nome;cep
39041;R; ; ;CENTO E VINTE E NOVE (P.MOOCA);00000-000
39043;R; ; ;BENEDITO PEREIRA DE BORBA;04762-000
39044;R; ; ;C-C (J. DO CAMPO-GUA);00000-000
39047;R; ; ;TREZE (J. DOM FERNANDO-S MIG);00000-000
39048;R; ; ;ANTONIO BOZ MARFIL;05396-000
39049;R;CIN; ;ALBERTO CAVALCANTI;05396-901
39051;R; ; ;CINQUENTA E TRES (P.DOS PRINC);00000-000
39052;R; ; ;SIBIPIRUNA;00000-000
39053;AV;PDE; ;TIAGO ALBERIONE;05396-000
39054;R; ; ;PAPIRUS;00000-000
39055;R; ; ;ANIBAL BORBOLA;00000-000
39056;R; ; ;PISTACHE;00000-000
39057;R; ; ;OSWALDO D'AURIA;05396-000
39058;R; ; ;MACADAMIA;00000-000
39059;R;MADRE; ;PAULINA;00000-000
39060;R; ; ;YAYNHA PEREIRA GOMES;00000-000
39061;R;PDE; ;BENEDITO DE JESUS B. LAURINDO;05396-000
39062;R; ; ;NOVE (P. DOS PRINCIPES-BUT);00000-000
39063;R; ; ;GERALDO AUGUSTO DE FREITAS;00000-000
39064;R; ; ;ARROIO ESTRELA;00000-000
39065;R; ; ;HELLIO NEMER;00000-000
39066;R; ; ;OITO (P. DOS PRINCIPES-BUT);05396-000
39067;R; ; ;SERGIO LACERDA;00000-000
39069;R;IRMA; ;TECLA MERLO;05396-000
39071;R; ; ;CARLOS ISIDORO AMODEO;05396-000
39072;R; ; ;ANTONIO DE CAMPOS MACHADO;02022-000
39073;R; ; ;WILSON VITORELLO;05396-000
39075;R; ; ;QUARENTA E NOVE (P. DOS PRINC);00000-000
39076;R; ; ;ANTONIO SALSO;04083-000
39077;R; ; ;CINQUENTA E DOIS (P.DOS PRINC);00000-000
39078;AV; ; ;LUCAS DE LEYDE;05376-000
39079;R; ; ;LEONELLO MARGARITELLI;00000-000
39081;R; ; ;IRACEMA SENNA C. DOS SANTOS;00000-000
39082;PC; ; ;MANOEL VIEIRA SANDES;08380-000
39083;R; ; ;PEDRO VITOR MASSOTE;00000-000
39084;R; ; ;LUIZ VICENTE PRADO FREIRE;08380-000
39085;R;DR; ;THEODORO MIGLIANO;00000-000
39086;R; ; ;LUIZ LOBO NETO;04058-000
39087;R; ; ;FILOMENA BLOIS RIZZO;05396-000
39088;R; ; ;ORLANDO VALDERANO;03325-000
39089;R; ; ;QUARENTA (P.DOS PRINCIPES-BUT);00000-000
39090;R; ; ;ORESTES PIERONI GOBBO;02962-000
39091;R; ; ;MARMORAMA;00000-000
39092;R; ; ;ANTENOR DE FREITAS;05396-000
39094;AV; ; ;PIERRE RENOIR;05269-000
39096;R; ; ;ALCIDES VAZ PEDROSO;08310-000
39097;R; ; ;ADAUTO BATISTA DE LIMA;05843-000
39098;R; ; ;FRANCISCO DOS SANTOS COIMBRA;08310-000
39102;R; ; ;GUARIRAMA;05372-000
39108;R; ; ;ERASMO JOSE DE MORAES;02073-000
39109;R; ; ;NIVALDO SIMOES;04870-000
39110;AV; ; ;QUINZE;00000-000
39112;R; ; ;JOSE CARLOS QUEIROLO;02236-000
39116;R; ; ;ALFREDO PAULICHI;04253-000
39117;TV; ; ;BREST;04832-000
39121;TV; ; ;SETE (J. DAS CAMELIAS-S MIG);00000-000
39122;R; ; ;D (V. SANTISTA-LIMAO);00000-000
39123;R; ; ;MARIA DE AGREDA;08031-000
39124;R; ; ;DREBBEL;08031-000
39125;R; ; ;VERA CORENE;08031-000
39126;PC;VISC;DA;CUNHA BUENO;05685-000
39129;R;DR; ;BENEDITO GOMES DA SILVA;03211-000
39130;R;PROF; ;JOSE SANTANA DO CARMO;02419-000
39132;R;DR; ;ALCEU DE CAMPOS RODRIGUES;04544-000
39134;R; ; ;PALMEIRA DO MAR;04824-000
39137;R; ; ;MAMONEIRA;04824-000
39139;R; ; ;RAIZ DE GUINE;04824-000
39140;R; ; ;ARVORE DO CASTOR;04824-000
39141;R; ; ;AGAR;04824-000
39142;R; ; ;ANANASEIRO;04824-000
39143;R; ; ;BORDO;04824-000
39144;R; ;DAS;LEGUMINOSAS;04824-000
39145;R; ; ;LIZ DAS LAGOAS;04824-000
39146;R; ;DA;AVELANEIRA;04824-000
39147;RP; ; ;SEM DENOMINACAO;00000-000
39150;PC; ; ;SANTO DIAS DA SILVA;05864-000
39156;PC; ; ;JOAO AFONSO DE S. CASTELLANO;05514-000
39157;R; ; ;BELARMINO SIQUEIRA;03716-000
39159;R;SARG; ;LUIZ BAPTISTA;08030-000
39164;VD;GAL; ;MILTON TAVARES DE SOUZA;03703-000
39166;R; ; ;VICTOR ROGER;02612-000
39168;R; ; ;JOAQUIM ALVES TORRES;02612-000
39169;R; ; ;JOAO AMADO COUTINHO;02815-000
39170;R; ; ;SALVADOR PIRES;02612-000
39171;R; ; ;JOSE PIZA;02815-000
39172;R; ; ;PEDRO MEDRANO;02612-000
39173;R; ; ;LUCINDA SIMOES;02815-000
39174;PC; ; ;JULIO SANTANA;02612-000
39175;R; ; ;EGIDIO FELINI;02815-000
39176;R; ; ;SOARES DE BIVAR;02612-000
39177;R; ; ;DIOGENES DOURADO;02815-000
39178;R; ; ;JULIETA ESPIRITO S. PINHEIRO;05542-000
39179;R; ; ;GUILHERME GUIMARAES;02815-000
39180;R; ; ;EUSEBIO CAMARA;05542-000
39181;R; ; ;DAVID BELASCO;02815-000
39182;R; ; ;NELSON FRANK;05542-000
39183;R; ; ;EDUARDO COIMBRA;02815-000
39185;R; ; ;JOAQUIM PIMENTEL;02815-000
39186;R; ; ;FERNANDO BELMONTE;05542-000
39187;R; ; ;LAURA GODINHO;02815-000
39188;R; ; ;GREGORIO ZUCCHINI;05542-000
39189;R; ; ;JOAO DE CASTRO SARMENTO;05542-000
39190;R; ; ;DIONISIO PEDRELLINI;05542-000
39193;TV; ; ;JACINTO ANTONIO MESA;04281-000
39197;PC; ; ;DOIS (J. VERA CRUZ-S MAT);08330-000
39199;R; ; ;ANTONIO CORTESI;08022-000
39200;TV; ; ;CARLO ANTONIO MARINI;04174-000
39204;R; ; ;AMERICO MACHADO;02919-000
39207;TV; ; ;IVONE;03438-000
39211;TVP; ; ;SEM DENOMINACAO;00000-000
39212;R; ; ;ARIREU;04404-000
39213;R; ; ;ARAPURU;04258-000
39214;PC; ; ;PEDRO CALMON;05426-000
39215;PC; ; ;SETIMO RAMOS ARANTES;05424-000
39216;R; ; ;DAVID NETO;04785-000
39217;R; ; ;FRANCISCO TEIXEIRA;02726-000
39222;R; ; ;ANTONIO CARLOS B. DE OLIVEIRA;03436-000
39228;R; ; ;CATARINA DE ALBUQUERQUE;03633-000
39231;R;S; ;LUIS;08421-000
39232;R; ; ;CRISTINA PISAN;08253-000
39233;R; ; ;CAETANO LAMA;08253-000
39234;R; ; ;ADRIANO RATTI;08253-000
39235;R; ; ;GUSTAVO OTERO;08253-000
39236;R; ; ;FRANCISCO BOLLINI;08255-000
39237;R; ; ;ARMANDO JAMAR;08250-000
39238;R; ; ;JOSE MELANI;08250-000
39239;R; ; ;GINO BALDO;08250-000
39240;R; ; ;EMILIA BRASAO;08250-000
39241;R; ; ;LAURA BOSSI;08250-000
39242;R; ; ;MADUREIRA CALHEIROS;03582-000
39243;R;DR; ;DEODATO FERREIRA LEITE;03143-000
39247;PC; ;DE;RETORNO SEM DENOMINACAO (BUT);05587-000
39289;R; ; ;LUCIANO MOLA;03386-000
39290;R; ; ;QUITANDINHA;03382-000
39323;PC; ; ;HOMERO SILVA;01259-000
39367;R; ; ;ANGELO ANDRADE;08253-000
39369;R; ; ;BRUNO ZABALA;08250-000
39371;R; ; ;FELIX CAPELLA;08250-000
39372;R; ; ;ARTURO VITAL;08250-000
39373;R; ; ;DUARTE LOBO;08250-000
39374;R; ; ;FABIO CAMPANA;08250-000
39375;R; ; ;BALTAZAR TELES;08250-000
39376;R; ; ;HENRIQUE LIBERTI;08250-000
39377;R; ; ;BARBARA LEONI;08250-000
39378;R; ; ;DOMINGOS LISBOA;08250-000
39379;R; ; ;INACIO ALTINI;08250-000
39380;R; ; ;CAETANO BRAGA;08250-000
39381;R; ; ;FRANCO LEONI;08250-000
39382;R; ; ;ANADIR BASTOS;08250-000
39384;R; ; ;EUGENIO ALBINI;08250-000
39385;PC; ; ;EDGARD CAVALHEIRO;05690-000
39386;R; ; ;CRUZETE;02751-000
39387;TV; ; ;SIMONE RAMUS;03658-000
39388;R; ; ;JANDIRA;08190-000
39389;PC; ; ;LUIGI FACCIO;03360-000
39390;R; ; ;EMANUEL BAZIN;04180-000
39391;R; ; ;MARGARIDA DE PROVENCA;04180-000
39392;R; ; ;MARIA TERESA GAUDINO;04180-000
39393;R; ; ;JUDITE ANDERSON;04180-000
39396;R; ; ;SETE (V. SANTA THEREZA-V MAT);00000-000
39397;R; ; ;OLARIAS;04367-000
39399;TV; ; ;CARLOS GOIS;05849-000
39400;TV; ; ;CAETANO GAMA;02204-000
39401;TV; ; ;DOMINGOS QUINTANA;02221-000
39402;R; ; ;VICENTE AVELAR;08253-000
39403;TV; ; ;CIRO AZEVEDO;02223-000
39404;R; ; ;ANSELMO RODRIGUES;08253-000
39405;TV;CON; ;ARTUSI;08060-000
39406;R; ; ;UM (S MIG);00000-000
39410;R; ; ;AGENOR CHAVES;03370-000
39411;TV; ; ;FORTUNATA BELAO CASTILHO;08295-000
39412;R; ; ;CATARINA VARGAS;04164-000
39413;TV; ; ;ELVIRA MENDES;04339-000
39414;TV; ; ;GIL BORGES;02222-000
39415;TV; ; ;BALBINA MAIA;04547-000
39416;TV; ; ;JOSE BARBA;02220-000
39417;TV; ; ;LUIS MILON;03505-000
39418;TV; ; ;ANDRE ESCOBAR;02225-000
39419;R; ; ;D (J. DULCE-C SOC);00000-000
39420;R; ; ;CRISTOVAO PEREIRA;04620-000
39421;PC; ; ;VIRGILIO SAPORITO;05788-000
39422;TV; ; ;SONETO A LUA;04426-000
39423;PC;SARG; ;JOSE FRANCISCO FERRAZ;02176-000
39425;R; ; ;DOIS (V. POLOPOLI-BUT);00000-000
39427;TV; ; ;CACIQUE APOENA;02307-000
39428;TV; ; ;SEVERO GARCIA;02542-000
39429;TV; ; ;JOAO MADERA;02542-000
39430;TV; ; ;VAN DICK;02202-000
39433;R; ; ;JOSE JOAO SOBRINHO MARQUES;02152-000
39438;R; ; ;ALONSO SANCHES;02209-000
39439;R; ; ;FRANCISCO LACERDA;03534-000
39440;AC; ; ;A AV DR ARNALDO;00000-000
39441;TV; ; ;ESTEVAO SALAS;02223-000
39442;AC; ; ;A AV DR ARNALDO;00000-000
39444;AC; ; ;A AV REBOUCAS;00000-000
39445;R; ; ;NICOLA CIOLA;05570-000
39446;AC; ; ;A AV REBOUCAS;00000-000
39447;TV; ; ;JOAO ROMA;02222-000
39449;TV; ; ;NAUM GABO;02566-000
39450;TV; ; ;MARTIN KRAUS;03667-000
39451;TV; ; ;JUAN NAVARRO;03402-000
39452;PS; ; ;DEZ (C. A. E. CARVALHO-S MIG);00000-000
39454;TV;PDE; ;INACIO RIBEIRO;02130-000
39456;R; ; ;MAVIAEL PRUDENTE DE SOUZA;04020-000
39457;R; ; ;MARI;08040-000
39458;R; ; ;RAMON AZEVEDO;08215-000
39459;TV; ; ;CARDAN;03627-000
39460;R; ; ;POMPEO RANDI;08215-000
39461;R; ; ;RAFAEL ALBARINI;08215-000
39464;PC; ; ;RUBENS DO AMARAL;01254-000
39465;PC; ; ;LOLA BRAH;01253-000
39466;PC; ; ;GREGORIO BARRIOS;01251-000
39467;R; ;DOS;CONDOREIROS;02168-000
39468;R; ;DOS;MORANGOS;02168-000
39469;R; ;DAS;PERAS;02168-000
39470;R; ;DOS;FIGOS;02168-000
39471;R; ;DO;JAMBO;02168-000
39472;R; ;DAS;PITANGAS;02168-000
39473;R; ;DAS;MACAS;02168-000
39475;TV; ; ;ESMERALDINO B. DE CARVALHO;03803-000
39476;R; ; ;DINIZ DOS ANJOS;08215-000
39477;R; ; ;SERTAO;02518-000
39478;TV; ; ;GEORGE LEE;02279-000
39479;R; ; ;ERASMO BARTOLO;02986-000
39481;R; ; ;MANUEL PORCEL;02373-000
39482;PS; ; ;SEM DENOMINACAO;00000-000
39483;TV; ; ;ANDREA ADOLFATI;04583-000
39484;R; ; ;ANGELO GARCIA PUERTAS;02208-000
39485;R; ; ;PAULO GONTIJO DE CARVALHO;05404-000
39486;TV; ; ;ANIBAL PONCE;03282-000
39487;TV; ; ;EMA DALLONI;03713-000
39488;R; ; ;MIGUEL JORGE;03324-000
39489;TV; ; ;FRANCISCO ITURRI;02376-000
39490;R; ; ;HELENA DORLEANS TUCCI RICCI;02407-000
39491;TV; ; ;CARLOS BERG;02110-000
39492;TV; ; ;CARLOS VEGAS;02224-000
39493;TV; ; ;IRENE BOCCI;03139-000
39494;AV; ; ;JOAQUIM DOS SANTOS DOMINGUES;02150-000
39495;R; ; ;H (J. ANA MARIA-IPIR);00000-000
39497;R; ; ;ANA FARIAS DA LUZ;02993-000
39498;R; ; ;JOAQUIM LEME DA SILVA;02565-000
39499;R; ; ;ESTEVAO FERRARA;04474-000
39500;R; ; ;FRANCISCO JOSE DA COSTA;04474-000
39501;R; ; ;DONATO BARDI;04474-000
39502;PC; ; ;LUIS CARLOS PARANA;01453-000
39503;R; ; ;PEDRO DE LORME;08215-000
39504;R; ; ;RENATO GUTTUSO;08215-000
39505;TV; ; ;PARSIVAL;08290-000
39506;R; ; ;AUGUSTO FINK;02251-000
39507;PS; ; ;A (S. JOAO CLIMACO);04255-000
39508;PS; ; ;B (S. JOAO CLIMACO);04255-000
39511;PC; ; ;CILIO CARNELOS;04173-000
39512;TV; ; ;LUIS BELLI;02080-000
39513;TV; ; ;TOMAS VALENCIA;03666-000
39522;TV; ; ;DOMINGOS FAZOLIN;04294-000
39532;R; ; ;QUATRO (J. S FRANC DE ASSIS);00000-000
39533;TV; ; ;MARCEL DUCHAMP;04270-000
39534;TV; ; ;TOMAS FINI;05017-000
39535;R; ; ;LORENZO CATTANI;08450-000
39536;R; ; ;LAERCIO LUIZ MAGRI;03058-000
39539;R; ; ;DIOGO DIAS;05861-000
39541;R; ; ;QUATRO (J. SAPOPEMBA-SAP);00000-000
39542;R; ; ;MARIA ROSCHEL RASQUINHO;04892-000
39544;R; ; ;SACHIO NAKAO;04892-000
39546;R; ; ;PAULINO GOTTSFRITZ;04875-000
39554;PC; ; ;JACOB REIMBERG FILHO;04893-000
39555;R; ; ;BENEDITO SCHUNCK;04893-000
39556;R; ; ;ADAO GUERRA;04893-000
39557;R; ; ;ARLINDO PEDRO DA SILVA;04893-000
39558;R; ; ;CATHARINA GUILGER REIMBERG;04893-000
39576;PC; ; ;ALVARES DE AZEVEDO;05081-000
39583;R; ; ;SEM DENOMINACAO;00000-000
39584;PC;PDE; ;MIGUEL RUA;04149-000
39585;ES; ; ;SEM DENOMINACAO;00000-000
39597;PC;MONS; ;FRANCISCO BASTOS;08120-000
39605;R; ; ;CARLO DE FALCO;08370-000
39609;R; ; ;FAUSTINA VALENTE;08210-000
39610;TV; ; ;PIGMALEAO;03613-000
39611;TV; ; ;EMILIO ROSSI;05117-000
39612;PC; ; ;NICOLA DASTOLI;05519-000
39613;TV; ; ;ANTONIO JOSE FERRAZ;04162-000
39614;TV; ; ;EDUARDO FARIA;05409-000
39615;R; ; ;ANTONIO BERUTI;05616-000
39620;AV; ; ;MARGINAL;08215-000
39621;R; ; ;SEBASTIAO ADVINCULA DA CUNHA;05856-000
39622;R; ; ;ERNESTO BAVIO;05856-000
39623;R; ; ;DIOGENES TABORDA;05856-000
39624;R; ; ;EMILIO CONESA;05856-000
39625;R; ; ;ITAPEJARA D'OESTE;02378-000
39626;R; ; ;ITAPEVI;02378-000
39627;R; ; ;CASACA DE COURO;02378-000
39628;R;PROFA; ;MARGARIDA RUTH F. DE LIMA;02378-000
39629;R; ; ;JAGUAQUARA;02378-000
39630;R; ; ;JARDIM DE OLINDA;02378-000
39631;TV; ; ;DANIEL AGRESTE;05065-000
39632;TV; ; ;EMILIA ALBA;05065-000
39633;R; ; ;JOSE MARIA ALDANA;02565-000
39639;R; ;DOS;CURIMBATAS;04944-000
39640;TV; ; ;EDUARDO SEVERINI;02270-000
39644;R; ; ;EDUARDO ROSALES;02863-000
39645;TV; ; ;GIUSEPINA BRAGUIM;05518-000
39646;R; ; ;SEM DENOMINACAO (S AMA);00000-000
39647;R; ; ;MOXOTO;05160-000
39648;TV; ; ;JOAQUIM JUNCOSA;02264-000
39651;TV; ; ;EUCLIDES TELLES;08240-000
39658;TV; ; ;RAMON FREIRE;03622-000
39660;PC; ; ;AURELIANO LEITE;05036-000
39661;PC; ;DO;MACOM;05088-000
39662;R; ; ;FELISBERTO RANZINI;04134-000
39663;PC; ; ;NAIR ZAMPIERI CARBONARO;05116-000
39665;R; ; ;PEDRO DE LIMA;03382-000
39666;PC; ; ;SOUSA ARANHA;05003-000
39693;R; ; ;MARIO DA CUNHA RANGEL;05835-000
39694;R; ; ;ROBERTO ROMAO DE MORAES;05835-000
39695;R; ; ;ORFEU DA CONCEICAO;05835-000
39696;R; ; ;DUETO DE AMOR;05835-000
39702;R; ; ;ANTONIO BERNARDES DE OLIVEIRA;05616-000
39708;R; ; ;IBERTIOGA;05632-000
39714;R; ; ;EMANUEL BARDARE;05542-000
39757;R; ; ;NORONHA FEIPAL;05893-000
39761;R; ; ;MACEDONIO FERNANDES;05818-000
39762;R; ; ;MARGARIDA FATIMA B. GONCALVES;05818-000
39763;R; ; ;FAUSTINO ALLENDE;05818-000
39764;R; ; ;FREDERICO GROTTE;05818-000
39766;AV; ; ;NAYLOR DE OLIVEIRA;08490-000
39767;R;FREI; ;ANIBAL DE GENOVA;08490-000
39768;R; ; ;RAFAEL PEREZ;05820-000
39770;R; ; ;SEM DENOMINACAO;00000-000
39772;R;PDE; ;JUAN DE SOLORZANO;05570-000
39774;PC;DR; ;ANTONIO PEREIRA LIMA;04571-000
39775;AV; ; ;ALDO RIBEIRO LUZ;02977-000
39776;PC; ; ;ANA MARIA;03131-000
39777;R; ; ;SEM DENOMINACAO;00000-000
39778;R; ; ;CAMILO MAZZA;03447-000
39779;R; ; ;SEM DENOMINACAO;00000-000
39780;TV; ; ;ARAGONITA;04382-000
39781;R; ; ;SEM DENOMINACAO;00000-000
39782;R; ; ;NABIH ASSAD ABDALLA;05688-000
39783;R; ; ;SEM DENOMINACAO;00000-000
39784;R; ; ;SEM DENOMINACAO;00000-000
39785;R; ; ;SEM DENOMINACAO;00000-000
39786;R; ; ;SEM DENOMINACAO;00000-000
39788;R; ; ;SEM DENOMINACAO;00000-000
39789;R; ; ;SEM DENOMINACAO;00000-000
39790;R; ; ;SEM DENOMINACAO;00000-000
39791;R; ; ;SEM DENOMINACAO;00000-000
39792;R; ; ;SEM DENOMINACAO;00000-000
39793;R; ; ;SEM DENOMINACAO;00000-000
39794;R; ; ;SEM DENOMINACAO;00000-000
39795;R; ; ;SEM DENOMINACAO;00000-000
39796;R; ; ;SEM DENOMINACAO;00000-000
39797;R; ; ;PEDRINHO ROSCHEL;04891-000
39798;R; ; ;SEM DENOMINACAO;00000-000
39799;R; ; ;SEM DENOMINACAO;00000-000
39800;R; ; ;SEM DENOMINACAO;00000-000
39801;R; ; ;JOSE MOTTA;04893-000
39802;R; ; ;SEM DENOMINACAO;00000-000
39803;R; ; ;SEM DENOMINACAO;00000-000
39804;R; ; ;A (CHACARA SAO MARTINHO-PAREL);00000-000
39805;ES;STA; ;CLARA;04893-000
39806;R; ; ;SEM DENOMINACAO;00000-000
39807;ES; ;DA;VARGEM GRANDE;04896-000
39808;R; ; ;SEM DENOMINACAO;00000-000
39809;R; ; ;SEM DENOMINACAO;00000-000
39810;R; ; ;SEM DENOMINACAO;00000-000
39811;R; ; ;SEM DENOMINACAO;00000-000
39812;R; ; ;SEM DENOMINACAO;00000-000
39813;R; ;DOS;CRAVOS;04896-000
39814;R; ; ;SEM DENOMINACAO;00000-000
39815;R; ; ;SEM DENOMINACAO;00000-000
39816;R; ; ;SEM DENOMINACAO;00000-000
39817;R; ; ;SEM DENOMINACAO;00000-000
39818;R; ; ;SEM DENOMINACAO;00000-000
39819;R; ; ;SEM DENOMINACAO;00000-000
39820;R; ; ;SEM DENOMINACAO;00000-000
39821;R; ; ;SEM DENOMINACAO;00000-000
39822;R; ; ;SEM DENOMINACAO;00000-000
39823;R; ; ;SEM DENOMINACAO;00000-000
39824;R; ; ;SEM DENOMINACAO;00000-000
39825;R; ; ;SEM DENOMINACAO;00000-000
39826;R; ; ;SEM DENOMINACAO;00000-000
39827;R; ; ;SEM DENOMINACAO;00000-000
39828;R; ; ;SEM DENOMINACAO;00000-000
39829;R; ; ;SEM DENOMINACAO;00000-000
39830;R; ; ;DIEGO MASSON;05846-000
39831;R;ARQ; ;ROBERTO PATRAO ASSIS;05846-000
39832;R;FREI; ;LUIS BELTRAO;05846-000
39833;R; ; ;FERNANDO LERMA;05846-000
39834;R; ; ;ESTEVAO DE LUCAS;05846-000
39835;R; ; ;FRANCISCO CARBONARI;05846-000
39836;R; ; ;BALTASAR CARVALHAL;05846-000
39837;R; ; ;ANTONIO DOS ARCOS;05846-000
39838;R; ; ;ANGELO SALVADORE;05846-000
39839;R; ; ;ANDRE VALEJOS;05846-000
39840;R; ; ;AUGUSTO LAZARE;05846-000
39841;R; ; ;ALFREDO GUTTERO;05846-000
39842;R; ; ;BASILIO VILLARINO;05846-000
39843;R; ; ;BELISARIO ROLDAO;05846-000
39844;R; ; ;BENEDITO BRIN;05846-000
39845;R; ; ;AGOSTINHO FABRE;05846-000
39846;R; ; ;ADOLFO ALSINA;05846-000
39847;R; ; ;ALBERTO CASARES;05846-000
39848;R; ; ;SEM DENOMINACAO;00000-000
39849;R; ; ;CORNELIO ZELAIA;05846-000
39850;R; ; ;SEM DENOMINACAO;00000-000
39851;R; ; ;CRISTOVAO MORALES;05846-000
39852;R; ; ;SEM DENOMINACAO;00000-000
39853;R; ; ;JOAO ANTONIO TOLL;05846-000
39854;R; ; ;TOMEKICHI INOUYE;04874-000
39855;R; ; ;JOAO CRUZ VARELA;05846-000
39857;R; ; ;BENJAMIM VILL;05846-000
39858;R; ; ;SEM DENOMINACAO;00000-000
39859;R; ; ;BERNARDO VELEZ;05846-000
39860;R; ; ;SEM DENOMINACAO;00000-000
39861;R; ; ;SEM DENOMINACAO;00000-000
39862;R; ; ;SEM DENOMINACAO;00000-000
39863;R; ; ;INACIO PRADO;05846-000
39864;R; ; ;JOSE BALBIN;05846-000
39865;R; ; ;COLOMBO LEONI;05846-000
39866;R; ; ;BONIFACIO RUIZ;05846-000
39868;R; ; ;URUNGU;04918-000
39869;R; ; ;CARLOS AUGUSTO BARROSO;04866-000
39870;R; ; ;SEM DENOMINACAO;00000-000
39871;R; ; ;SEM DENOMINACAO;00000-000
39872;R; ; ;SEM DENOMINACAO;00000-000
39873;R; ; ;SEM DENOMINACAO;00000-000
39874;R; ; ;SEM DENOMINACAO;00000-000
39875;R; ; ;SEM DENOMINACAO;00000-000
39876;RP; ; ;SEM DENOMINACAO;00000-000
39877;R; ; ;SEM DENOMINACAO;00000-000
39878;R; ; ;SEM DENOMINACAO;00000-000
39879;R; ; ;SEM DENOMINACAO;00000-000
39880;R; ; ;SEM DENOMINACAO;00000-000
39881;ES; ; ;PEDRO ROCHA;04891-000
39882;R; ; ;SEM DENOMINACAO;00000-000
39883;R; ; ;SEM DENOMINACAO;00000-000
39884;R; ; ;SEM DENOMINACAO;00000-000
39885;R; ; ;SEM DENOMINACAO;00000-000
39886;R; ; ;SEM DENOMINACAO;00000-000
39887;R; ; ;SEM DENOMINACAO;00000-000
39888;R; ; ;SEM DENOMINACAO;00000-000
39889;R; ; ;SEM DENOMINACAO;00000-000
39890;R; ; ;SEM DENOMINACAO;00000-000
39891;R; ; ;SEM DENOMINACAO;00000-000
39892;R; ; ;SEM DENOMINACAO;00000-000
39893;R; ; ;SEM DENOMINACAO;00000-000
39894;R; ; ;SEM DENOMINACAO;00000-000
39895;R; ; ;PASSARO-SOL;03657-000
39896;R; ; ;SEM DENOMINACAO;00000-000
39897;R; ; ;SEM DENOMINACAO;00000-000
39899;TVP; ; ;SEM DENOMINACAO (TAT);00000-000
39901;R; ; ;SEM DENOMINACAO;00000-000
39902;R; ; ;MARTINIANO MACHADO DE BORBA;04872-000
39903;R; ; ;SEM DENOMINACAO;00000-000
39904;R; ; ;SEM DENOMINACAO;00000-000
39905;R; ; ;SEM DENOMINACAO;00000-000
39906;R; ; ;SEM DENOMINACAO;00000-000
39907;R; ; ;SEM DENOMINACAO;00000-000
39908;R; ; ;SEM DENOMINACAO;00000-000
39909;R; ; ;DOIS (PAREL);00000-000
39910;ES; ; ;A (CH. ITAJAI);04894-000
39911;R; ; ;VITTORIO RASSATI;04894-000
39912;R; ; ;A;00000-000
39913;R; ; ;SEM DENOMINACAO;00000-000
39914;R; ; ;SEM DENOMINACAO;00000-000
39915;R; ; ;SEM DENOMINACAO;00000-000
39916;R; ; ;SEM DENOMINACAO;00000-000
39917;R; ;DOS;MANACAS;04894-000
39918;R; ;DOS;BASTOS;04894-000
39919;AL; ;DO;RECREIO;04894-000
39920;AL; ;DAS;ARARAS;04894-000
39921;AL; ;DAS;GRALHAS;04894-000
39922;AL; ;DOS;PAVOES;04894-000
39923;AL; ;DOS;TUCANOS;04894-000
39924;AL; ;DO;GALO AZUL;04894-000
39925;R; ; ;SEM DENOMINACAO;00000-000
39926;R; ; ;SEM DENOMINACAO;00000-000
39927;R; ; ;C;00000-000
39928;R; ; ;D;00000-000
39929;R; ; ;SEM DENOMINACAO;00000-000
39931;R; ; ;SEM DENOMINACAO;00000-000
39932;R; ; ;SEM DENOMINACAO;00000-000
39933;R; ; ;SEM DENOMINACAO;00000-000
39934;R; ; ;SEM DENOMINACAO;00000-000
39935;R; ; ;SEM DENOMINACAO;00000-000
39936;R; ; ;SEM DENOMINACAO;00000-000
39938;PC; ; ;ANTONIO MARQUES NOVO;03543-000
39939;R; ; ;SEM DENOMINACAO;00000-000
39940;R; ; ;SEM DENOMINACAO;00000-000
39941;R; ; ;SEM DENOMINACAO;00000-000
39942;R; ; ;GURIGESA NAKAO;04875-000
39943;R; ; ;SEM DENOMINACAO;00000-000
39944;R; ; ;SEM DENOMINACAO;00000-000
39945;R; ; ;SEM DENOMINACAO;00000-000
39946;R; ; ;SEM DENOMINACAO;00000-000
39948;R; ; ;AMADEU CORNADO MARTI;02168-000
39949;TV; ; ;AMERICO HIPOLITO;08395-000
39950;TV; ; ;FELIX POMES;08395-000
39951;TV; ; ;FORTUNATO MAGI;08395-000
39952;TV; ; ;GEORGE DIMA;08395-000
39953;R; ; ;CRUZ GOMES;08381-000
39954;TV; ; ;ALFREDO BASTOS;08395-000
39960;R; ; ;CARMEM TORTOLA;08381-000
39961;TV; ; ;DOMENICO ZANATA;08395-000
39962;TV; ; ;ANTONIO JUVENCIO;08395-000
39963;TV; ; ;TEOFILO VARGAS;08395-000
39964;TV; ; ;ANTONIO DUNI;08395-000
39965;TV; ; ;BATISTA FAZZINI;08395-000
39966;TV; ; ;AUGUSTO BARON;08395-000
39967;TV; ; ;MARIO VITALI;08395-000
39970;TV; ; ;BATISTA ALMEIDA;08395-000
39971;TV; ; ;JOAO GLAMA;08395-000
39972;TV; ; ;NICOLA SALA;08395-000
39973;TV; ; ;ESTEFANO PAVESI;08395-000
39974;R; ; ;CINIRA POLONIO;08395-000
39975;R;DOM; ;BENITO FEIJO;08381-000
39977;TV; ; ;TARQUINIO MERULA;08395-000
39978;TV; ; ;GEORGE DEMENY;08395-000
39981;TV; ; ;MIGUEL LIGERO;08395-000
