codlog;tipo;titulo;preposicao;nome;cep
00002;R; ; ;COUTO DE CALVAO;05859-000
00003;R; ;DO;PIROFONE;04933-000
00004;R; ;DOS;ABACATEIROS;02431-000
00005;R; ; ;ABADIA DOS DOURADOS;05586-000
00006;R; ; ;ABADIANIA;03541-000
00007;R; ; ;ABAETE;08431-000
00008;R;VISC;DE;ABAETE;03012-000
00009;R; ; ;ABAETETUBA;04223-000
00011;R; ; ;ABAIBAS;02728-000
00012;R; ; ;ABAITARA;03714-000
00013;R; ; ;ABAITINGA;08010-000
00014;R; ; ;ABAIU;03237-000
00015;R; ; ;ABAGIBA;04294-000
00016;R; ; ;ABAPA;02911-000
00017;R; ; ;ABAPORU;03404-000
00018;R; ; ;ABARA;04707-000
00019;R; ; ;PEDRO OSORIO FILHO;02614-000
00020;R; ;DO;FONOGRAFO;04933-000
00022;R; ; ;ABACAI;04570-000
00023;R; ; ;ABATIRA;04364-000
00024;R; ; ;ABATIXI;04225-000
00025;R; ; ;ABAUNA;04284-000
00026;R;MAJ; ;ALMEIDA QUEIROZ;05531-000
00027;R; ; ;ABDENAGE DA COSTA MOREIRA;02217-000
00028;R; ; ;ABDON MILANES;03757-000
00029;R; ; ;ABEGOARIA;05436-000
00030;R; ; ;ABEL MOREIRA;03758-000
00031;R;SOLD; ;ABEL ANTONIO MEDANHA;02144-000
00032;R; ; ;ABEL DE ARAUJO;02451-000
00033;R; ; ;ABEL RAMOS;02130-000
00034;R; ; ;ABEL SEIXAS;04754-000
00035;R; ; ;PEDRO PECCININI;05532-000
00036;R;DR; ;ABELARDO DA CUNHA LOBO;05778-000
00037;TV;PROFA; ;MARIA JOSE DUPRE;04155-000
00038;R; ; ;ABELARDO PINTO;01034-000
00039;AV;PDE; ;SENA FREITAS;03568-000
00040;R;DR; ;ABELARDO VERGUEIRO CESAR;04635-000
00041;R; ; ;ABERNESSIA;03420-000
00042;R;PROF; ;PIQUET CARNEIRO;02075-000
00043;R; ; ;LUPICINIO RODRIGUES;05788-000
00044;R; ; ;AUGUSTO RIBEIRO FILHO;04614-000
00045;R; ; ;ABEYLARD QUEIROS;04155-000
00046;R;BR;DE;ABIAI;03375-000
00047;R;PROFA; ;ABIGAIL ALVES PIRES;05381-000
00048;R; ; ;ABILIO;02235-000
00049;R;STO; ;ABILIO;02464-000
00050;R; ; ;ABILIO ALVES DE SOUSA;02861-000
00051;R; ; ;ARMANDO DE MENDONCA;02466-000
00052;R;SOLD; ;ABILIO FERNANDES DOS SANTOS;02180-000
00053;R; ; ;ABILIO MARQUES;04672-000
00054;R; ; ;MAJARI;08225-000
00056;AV;DR; ;ABILIO SAMPAIO;02209-000
00057;R; ; ;ABILIO SOARES;04005-000
00058;R; ; ;ABOLICAO;01319-000
00059;R; ; ;FRANCISCO DE SOUSA QUEIROZ;03742-000
00060;R;COMEN; ;JOSE XAVIER GOUVEIA;01319-000
00061;AV;DR; ;ABRAAO RIBEIRO;01133-000
00062;R; ; ;JOAO MAYER;02551-000
00063;R; ; ;ABRAHAM BERTIE LEVI;05625-000
00064;R; ; ;ABRAHAM LINCOLN;05123-000
00065;R; ; ;ABRAHAO CALUX;04286-000
00066;AV;PROF; ;ABRAAO DE MORAIS;04123-000
00067;R; ; ;ABRAHAO JORGE MIGUEL;05516-000
00068;R;PDE; ;FRANCISCO AMOS CONNOR;02355-000
00069;R; ; ;ABRANCHES DE MOURA;04164-000
00070;R;MARQ;DE;ABRANTES;03060-000
00071;R; ; ;ABRAO DIB;04004-000
00072;AV; ; ;LUIZ MARTINS DE ARAUJO;04641-000
00073;R;MONS; ;ABREU;03035-000
00074;R;PDE; ;ABREU E LIMA;04358-000
00075;TV; ; ;ABREU JUNIOR;03011-000
00076;R; ; ;ABREU LEMOS;02338-000
00077;R; ; ;ABREU SAMPAIO;02450-000
00078;R;DR; ;ABREU SODRE;01235-000
00079;R; ; ;ABURA;02542-000
00080;R; ; ;JOSE ROMANI;04293-000
00081;R; ; ;ABUTUI;04810-000
00082;AV; ;DAS;ACACIAS;05672-000
00083;R; ; ;FEITICO DA VILA;05879-000
00084;AV; ; ;CARAURANA;02314-000
00085;R; ; ;PASSAROS E FLORES;04704-000
00088;R; ; ;PEDRO FERRAZ BARRETO;08180-000
00089;R; ; ;VICENTE MARTIN SOLER;04477-000
00090;R; ; ;DIAMANTINO FERREIRA INNOCENCIO;04841-000
00091;R; ; ;JOAO GOMES MALHO;04704-000
00092;R; ; ;ACACIO MARCHESE;08410-000
00093;PC; ; ;ALDA GARRIDO;04693-000
00094;R;DR; ;ACACIO NOGUEIRA;01248-000
00095;R; ; ;ACACIO VASCONCELOS;04359-000
00096;R; ; ;ACAIACA;08285-000
00097;R; ; ;ACAILANDIA;02232-000
00098;R; ; ;ACAJU;03413-000
00099;R; ; ;ACANGA;04639-000
00100;R; ; ;ACANGUERUCU;05579-000
00101;R; ; ;ACANUERA;03405-000
00102;R; ; ;ACARAJE;04277-000
00103;R; ; ;ACARAPE;04139-000
00104;R; ; ;ACARAU;01306-000
00105;R; ; ;ACARE;05463-000
00106;R; ; ;ACAREMBO;03209-000
00107;R; ; ;ACARI;04730-000
00108;R; ; ;ACACA;04201-000
00109;R; ; ;ACATUNGA;04612-000
00110;R; ; ;ACAUA;08223-000
00111;R; ; ;ACIOLI DE VASCONCELOS;03162-000
00112;R; ; ;ACEGUA;05676-000
00113;R; ;DO;ACESSO;03262-000
00114;AC; ; ;SEM DENOMINACAO;00000-000
00115;R; ; ;AQUILES;02275-000
00117;R;DR; ;AQUILES LISBOA;02937-000
00118;R; ; ;ACIOLI MONTEIRO;04164-000
00119;R; ;DO;ACLAMADO;02524-000
00120;AV; ;DA;ACLIMACAO;01531-000
00121;AV; ; ;ACOCE;04075-000
00122;R; ; ;ACONARIS;05586-000
00123;R; ; ;ACOPIARA;05083-000
00124;R; ;DOS;ACORES;04032-000
00125;R; ; ;ACORIZAL;02136-000
00126;R; ;DO;ACRE;03181-000
00127;TV; ; ;SERRA DO RAMALHO;04407-000
00129;R; ; ;ANTONINO BACAERI;03687-000
00130;R; ; ;VALQUEIRE;03685-000
00131;R; ; ;CATARINA CAVALIERI;04412-000
00132;R; ; ;ACROPOLE;03325-000
00133;R; ; ;ACRUAS;04612-000
00134;R; ; ;AGUACAI;03035-000
00135;R; ;DAS;ACUCENAS;05673-000
00137;R; ; ;SALSA BRAVA;08081-000
00138;R; ; ;ACUREMA;04066-000
00139;R; ; ;VIEIRA PORTUENSE;04347-000
00140;R; ; ;ACURUA;05053-000
00141;R; ; ;ACURUI;03355-000
00142;PC; ;DO;ACURI;04463-000
00143;R; ; ;ACUTI;04810-000
00144;R; ; ;ANGELO CIRELLO;04737-000
00145;R; ; ;ERNESTO BRODELLA;05359-000
00146;R; ; ;VALDEMAR PAIVA E ALMEIDA;08042-000
00147;R; ; ;MANUEL DO PRADO LEAO;08142-000
00148;R; ; ;ADALBERTO;04424-000
00149;R;STO; ;ADALBERTO;02338-000
00150;R; ; ;ARCANJO GUIMARAES;05114-000
00151;R; ; ;ADALGISA;02278-000
00152;R;PROF; ;ADALGISO PEREIRA;04276-000
00153;R; ; ;EDUARDO CINELLI;04467-000
00154;R; ; ;ADALIVIA DE TOLEDO;05683-000
00155;R; ; ;ADAMANTINA;04644-000
00156;R; ; ;ADAMASTOR;03316-000
00157;R; ; ;ADAO ARANHA;04417-000
00158;R; ; ;ADAO GONCALVES;05105-000
00159;R; ; ;ADAO LORENZINI;03948-000
00160;R;DR; ;ALDO DE ASSIS DIAS;04689-000
00161;AV;CABO; ;ADAO PEREIRA;02936-000
00162;R;STO; ;ADAUTO;08441-000
00163;PC;STA; ;ADELAIDE;04318-000
00164;R; ; ;ADELAIDE;03645-000
00165;R; ; ;LAVINIO SALLES ARCURI;02564-000
00166;R; ; ;JOSE FRUTUOSO DIAS;02552-000
00167;R; ; ;JOSE ESTEVES SANTOS;05363-000
00168;R; ; ;ADELAIDE BOSCHETTI;02203-000
00169;R; ; ;ADELAIDE DE FREITAS;03113-000
00170;R;PROF; ;ADELBAR DE CASTRO;03237-000
00171;R; ; ;ADELE;04757-000
00172;R; ; ;ADELE ZARZUR;02971-000
00173;R; ; ;CHRISTIANO RIBEIRO DA LUZ JR;05615-000
00175;R; ; ;ADELIA DABLE;03563-000
00176;R; ; ;ADELINA;02309-000
00178;R;DONA; ;ADELINA ASHCAR;05652-000
00179;R; ; ;ADELINA LINHARES;03717-000
00180;R;DR; ;JOAQUIM DO VALLE NETO;02463-000
00181;R; ; ;MANUEL NUNES FIGUEIRA;08141-000
00182;R; ; ;ADELINA SILVESTRE;08011-000
00183;PC; ; ;ADELINA TOBIAS DE AGUIAR;03552-000
00184;R; ; ;ADELINO;08225-000
00185;R;PDE; ;ADELINO;03303-000
00186;R; ; ;ADELINO BORTOLI;02241-000
00187;R; ; ;ADELINO DE ALMEIDA CASTILHO;03073-000
00188;R; ; ;ADELINO DA FONTOURA;04383-000
00190;PC; ; ;ADELINO MOREIRA;05027-000
00191;TV; ; ;FRANCISCO CATETE;03733-000
00192;PC; ; ;ADELMAR TAVARES;03518-000
00193;R; ; ;ADEMAR BORGES NUNES;02650-000
00194;R; ; ;ADEMAR DE AZEVEDO MARQUES;02256-000
00195;R;SOLD; ;ALDEMAR FERNANDES FERRUGEM;02146-000
00196;PC; ; ;ADEMAR NORONHA NOGUEIRA;02417-000
00197;AV;GOV; ;ADHEMAR PEREIRA DE BARROS;03454-000
00198;R; ; ;ADELFA DE FIGUEIREDO;02417-000
00200;R;STA; ;ADEODATA;03145-000
00201;R; ; ;ADERBAL;05847-000
00202;R;MJAVI; ;ADERBAL DE OLIVEIRA;05398-000
00203;AV;COMEN; ;ADIBO ARES;05613-000
00204;R; ; ;ADILIA MERCADO MADUREIRA;04401-000
00205;R; ; ;ADILSON RODRIGUES JODAS;08031-000
00206;R; ; ;ADLAI STEVENSON;02536-000
00207;R;DONA; ;ADMA JAFET;01308-000
00208;R; ; ;FLOR ENCANTADA;04210-000
00209;R; ; ;VIRGINIA ROSA SOUTO;04651-000
00210;R; ; ;ADOASTO DE GODOI;05797-000
00211;R; ; ;ANTONIO DE SOUZA LANDIM;03721-000
00212;R; ; ;ADOLFO BERGAMINI;03168-000
00213;R; ; ;ADOLFO CAMINHA;04281-000
00214;R;PROF; ;ADOLFO CARVALHO;04469-000
00215;PC; ; ;ADOLFO CAVALCANTI;03158-000
00216;R; ; ;ADOLFO GORDO;01217-000
00217;R; ; ;ADOLFO KURT BOEHM;02882-000
00218;R;ENG; ;ADOLFO DE LAET;02272-000
00219;R; ; ;ADOLFO LINDENBERG;04158-000
00220;R;DR; ;ADOLFO MELO JUNIOR;05522-000
00221;R;PDE; ;ADOLFO MORAN;05399-000
00222;AV; ; ;ADOLFO PINHEIRO;04733-000
00223;AV;DR; ;ADOLPHO PINTO;01156-000
00224;R;STO; ;ADOLFO;02213-000
00225;R; ; ;ADOLFO TABACOW;01453-000
00226;R; ; ;ADOLFINO DE ARRUDA CASTANHO;05379-000
00227;R; ; ;ADONIS;04240-000
00228;R; ; ;ADORACAO;01128-000
00229;R; ; ;HERBERT MAYA DE VASCONCELLOS;04421-000
00231;R; ; ;HERBERT ALFRED LANDSBERGER;04662-000
00232;R;STO; ;ADRIANO;02634-000
00233;R; ; ;ADRIANO CINTRA;03525-000
00234;R;DR; ;ADRIANO DE BARROS;03123-000
00235;R;CEL; ;ADRIANO MACHADO;04726-000
00236;R; ; ;ADRIANO SEABRA;08081-000
00237;R; ; ;ADRIANO TAUNAY;04213-000
00238;R; ; ;ADRIANO TEIXEIRA;04313-000
00239;R; ; ;ADUANA;04279-000
00240;AV; ; ;ADUTORA DO RIO CLARO;03969-000
00241;R; ;DOS;ADVENTISTAS;04932-000
00242;R;SARG; ;ADVINCOLA;02418-000
00243;R; ; ;AECRI;05453-000
00244;R; ; ;AEFUCA;05452-000
00245;R; ; ;AERONAUTAS;03213-000
00247;R; ; ;FRANCISCO CORAZZA;05038-000
00249;R; ; ;APARAO;05618-000
00250;R; ; ;AFARO;02270-000
00251;AV; ; ;AFONSO MARIANO FAGUNDES;04054-000
00252;R; ; ;AFONSO MORSCH;02259-000
00253;R; ;DOS;AFLITOS;01505-000
00254;R;STO; ;AFONSO;03632-000
00255;AV;STO; ;AFONSO;04426-000
00256;R; ; ;AFONSO ARAUJO ALMEIDA;04445-000
00257;R; ; ;AFONSO ARINOS;03033-000
00258;R; ; ;AFONSO BANDEIRA DE MELO;04613-000
00259;AL; ; ;AFONSO BOCCHIGLIERI;04445-000
00260;R; ; ;FRANCISCO MADERO;04445-000
00261;R; ; ;AFONSO BRAZ;04511-000
00262;R; ; ;ALONSO CALHAMARES;03335-000
00263;R; ; ;AFONSO CELSO;04119-000
00264;R; ; ;MANUEL ELOI DO NASCIMENTO;04752-000
00265;PC; ; ;AFONSO DE ALBUQUERQUE;03316-000
00267;R; ; ;AFONSO DOS SANTOS;05663-000
00268;R; ; ;AFONSO SIMONE NETO;08021-000
00269;R; ; ;AFONSO FARIA;04915-000
00270;R; ; ;AFONSO FERREIRA;04503-000
00271;R; ; ;AFONSO DE FREITAS;04006-000
00272;R; ; ;AFONSO GALIANO;03371-000
00273;R; ; ;AFONSO HENRIQUES;03325-000
00274;R; ; ;AFONSO JOSE DE CARVALHO;05451-000
00275;R;COMEN; ;AFONSO KHERLAKIAN;01023-000
00276;R;DR; ;AFONSO SPLENDORE;03963-000
00277;R; ; ;AFONSO LOPES VIEIRA;02671-000
00278;R; ; ;AFONSO MENDES DE ESTRADA;05777-000
00279;R; ; ;AFONSO MILLIET;03171-000
00281;R; ; ;BENTO DE FARIA;04151-000
00282;R; ; ;AFONSO PELAES;02911-000
00283;R; ; ;AFONSO PENA;01124-000
00284;R;DR; ;AFONSO PENA JUNIOR;05622-000
00285;R; ; ;AFONSO PORTO;03567-000
00286;R; ; ;BICUDO DE MENDONCA;08141-000
00287;R; ; ;AFONSO SARDINHA;05076-000
00288;AL; ; ;AFONSO SCHMIDT;02450-000
00291;R; ; ;AFONSO XIII;04331-000
00292;R; ; ;AFONSO VAZ;05580-000
00293;R;DR; ;AFONSO VERGUEIRO;02116-000
00294;R;STA; ;AFRA;03566-000
00295;AL; ; ;AFRANIO DE MELO FRANCO;04308-000
00296;AV; ; ;AFRANIO PEIXOTO;05507-000
00297;R; ; ;AFRICA;04148-000
00298;PC;DR; ;AFRODISIO VIDIGAL;04104-000
00299;R;DR; ;AFRODISIO VIDIGAL;02133-000
00300;R; ; ;APACHE;05109-000
00301;R; ; ;AGAFITA;02269-000
00302;R; ; ;AGAMENON MAGALHAES;05105-000
00303;AV; ; ;AGAMI;04522-000
00304;AV; ;DOS;AGAPANTOS;08223-000
00305;R; ; ;AGARIBA;05053-000
00306;R; ; ;AGASSIZ;01019-000
00307;R; ; ;AGATA;01530-000
00308;R; ; ;MARIA BALADES CORREA;04421-000
00309;R; ; ;LUIS ZAPPIA;04783-000
00310;AV; ; ;AGENOR COUTO DE MAGALHAES;05174-000
00311;R; ; ;AGENOR ROCHA;08062-000
00312;R;TTE; ;AGENOR SOARES;02081-000
00313;PC;DR; ;TEODORICO ALMEIDA BESSA;05888-000
00314;R; ; ;AGISSE;05439-000
00315;R; ; ;AGLAE REIS;05870-000
00316;AV;MONS; ;AGNELO;08240-000
00317;R;STO; ;AGNELO;04383-000
00318;R; ;DAS;AGOVIAS;04841-000
00319;PC;STO; ;AGOSTINHO;01533-000
00320;R; ; ;JOSE FERNANDES CALDAS;04190-000
00321;R;STO; ;AGOSTINHO;04416-000
00322;R; ; ;AGOSTINHO BEZERRA;05445-000
00324;R; ; ;AGOSTINHO CANTU;05501-000
00325;R; ; ;AGOSTINHO CORREIA;02968-000
00326;R; ; ;AGOSTINHO DA MOTA;03409-000
00327;R;PDE; ;AGOSTINHO DE MATOS;02247-000
00328;R; ; ;AGOSTINHO DOS SANTOS;05125-000
00329;R;SARG; ;AGOSTINHO FERREIRA;02129-000
00330;R; ; ;AGOSTINHO FERREIRA ESCUDEIRO;04949-000
00331;R; ; ;AGOSTINHO GOMES;04206-000
00332;R; ; ;AGOSTINHO LATTARI;03125-000
00333;R;PDE; ;AGOSTINHO MENDICUTE;01257-000
00334;R; ; ;AGOSTINHO NUNES DE ABREU;03022-000
00335;R; ; ;AGOSTINHO PEREIRA BACELAR;04401-000
00336;R;PDE; ;AGOSTINHO PONCET;02408-000
00338;R; ; ;AGRARIO DE SOUSA;01445-000
00339;R; ; ;AGRESTINA;05117-000
00340;R;CEL; ;TEODORO FERREIRA;04387-000
00341;R;STA; ;AGRIPINA;03270-000
00342;PC;PROF; ;HELIO GOMES;04693-000
00343;R; ; ;AGUA CLARA;05114-000
00344;R; ; ;AGUA COMPRIDA;02339-000
00345;R; ; ;AGUA DA FIGUEIRA;04923-000
00346;R; ; ;AGUA DAS PEDRAS;04923-000
00347;R; ; ;AGUA DOS PATOS;04686-000
00350;R; ; ;ALICIO CLARA SIMEAO;08160-000
00351;AV; ; ;AGUA FRIA;02332-000
00352;AV; ; ;AGUA FUNDA;04316-000
00353;R; ; ;MARCOS COELHO NETO;03642-000
00354;R; ; ;LUIZ DA COSTA RAMOS;04157-000
00355;R; ; ;LUZIA DA CONCEICAO MORAES;03421-000
00356;R; ; ;AGUA MARINHA;03192-000
00357;R; ; ;AGUA PRETA;02614-000
00358;R; ; ;AGUA RASA;03343-000
00359;R; ; ;SAMUEL GRINBERG;03187-000
00360;ES; ; ;AGUA SANTA;04476-000
00361;R; ; ;AGUA SANTA;03179-000
00363;R; ; ;AGUANIL;08420-000
00364;R; ; ;AGUANOS;05330-000
00365;R; ; ;AGUAPEI;03325-000
00366;R; ; ;AGUARA;02750-000
00367;R; ; ;AGUAS CLARAS;02931-000
00368;R; ; ;AGUAS DA PRATA;02933-000
00369;R; ; ;AGUAS DE LINDOIA;03284-000
00370;R; ; ;AGUAS FORMOSAS;02210-000
00371;R; ; ;AGUAS VIRTUOSAS;02532-000
00372;R; ; ;AGUDOS;01548-000
00373;R; ; ;ANTONIO CASTANHO DA SILVA;08110-000
00374;R;BR;DE;AGUIAR;04611-000
00375;R;CAPM; ;AGUIAR ALTERO;05102-000
00377;R; ; ;AGUIAR CARDOSO;02138-000
00378;R; ; ;AGUIAR DE BARROS;01316-000
00379;R;VISC;DE;AGUIAR TOLEDO;04612-000
00380;R;DESEM; ;AGUIAR VALIM;04535-000
00381;R;DR; ;AGUIAR WHITAKER;02966-000
00382;R;STA; ;AGUEDA;04225-000
00383;R; ; ;AGULHA;03131-000
00384;R;DR; ;ANTONIO RAMOS LEITE;04689-000
00385;R; ; ;AIAPAINA;03321-000
00386;R; ; ;AIARANI;03072-000
00387;R; ; ;AIBI;05054-000
00388;AL; ;DOS;AICAS;04086-000
00389;R; ; ;AIDA;04224-000
00390;R; ; ;BRUNO SIMONI;05424-000
00391;R; ; ;FELICIDADE MOREIRA CESAR;05397-000
00392;R; ; ;AIDA GOMES TOLEDO;02472-000
00394;R; ; ;AIGUARA;03715-000
00395;R; ; ;CARLOS BUZZI;04703-000
00396;R; ; ;AIMBERE;01258-000
00397;R; ; ;AIMBORES;03404-000
00398;AV; ; ;BRAS DA ROCHA CARDOSO;08190-000
00399;R; ; ;ANTONIO DIAS DE MOURA;08180-000
00400;R; ; ;AIMORES;01122-000
00401;R; ; ;AIMORES;04763-000
00403;R;DR; ;AIOSE;08230-000
00404;R; ; ;AI-PIXUNA;04616-000
00405;R; ; ;AIPUA;04624-000
00406;R; ; ;AIRAO;02214-000
00407;R;CEL; ;AIRES DE CAMPOS CASTRO;02407-000
00408;R; ; ;AIRES DE CASAL;01444-000
00409;R; ; ;AIRI;03310-000
00410;R; ; ;AIROSA GALVAO;05002-000
00411;R; ; ;AITINGA;02303-000
00412;R; ; ;AIURANA;03714-000
00413;R; ; ;FIRMINO RODRIGUES SILVA;04446-000
00414;R; ; ;AJARA;03073-000
00415;R; ; ;VESPASIANO DE OLIVEIRA;04725-000
00416;R; ; ;AJAROBA;04223-000
00417;TV; ; ;ALFREDO DAMON;03407-000
00418;R; ; ;AJURAPEIA;05443-000
00419;R; ; ;AJURICABA;05053-000
00420;R; ; ;AJURITIBA;04348-000
00421;R; ; ;AJURU;03406-000
00422;R; ; ;AJURUETE;05792-000
00423;R; ; ;ALABASTRO;01531-000
00424;R; ; ;ALADIM;05425-000
00425;R; ; ;CANUMA;04642-000
00426;R; ; ;ALAGOAS;01242-000
00428;R; ; ;MAPIXI;08235-000
00429;R; ; ;CESAR FRANCK;04843-000
00431;AV;BR;DE;ALAGOAS;08120-000
00432;R; ; ;ALAGOINHAS;03159-000
00433;R; ; ;ALAIDE PEREIRA;02951-000
00434;R; ; ;ANGELO COLUCCI;05616-000
00435;AV; ;DAS;ALAMANDAS;08225-000
00436;R; ; ;ALAMBARI;02522-000
00437;R; ; ;ALAN KARDEC;03030-000
00438;R; ; ;ALAOR;08290-000
00439;R; ; ;ALAOR KLEIN;05841-000
00440;R; ; ;ALARCO;03654-000
00441;R; ; ;MOZART DE ANDRADE;03324-000
00442;R; ; ;ALARICO FRANCO CAIUBI;05330-000
00443;R; ; ;ALARICO RIBEIRO;04432-000
00444;R;DR; ;ALARICO SILVEIRA;03502-000
00445;R;PDE; ;ALARICO ZACARIAS;05371-000
00446;R; ; ;ALASCA;01437-000
00447;R; ; ;BAHAMAS;04387-000
00448;R; ; ;ALAYR REBELLO;05109-000
00449;R; ; ;ALBA;04346-000
00450;AV;STO; ;ALBANO;04296-000
00451;R; ; ;ALBANO CASSIO;02258-000
00452;R;ENG; ;ALBANO DE AZEVEDO;03388-000
00453;R; ; ;ALBANO FRAGOSO;02561-000
00454;R; ; ;ALBATROZ;04267-000
00455;R; ; ;ALBERICO GALVAO BUENO;04154-000
00456;R;DOM; ;ALBERIONE;05550-000
00457;R;VIG; ;ALBERNAZ;04134-000
00458;AV; ; ;ALBERT EINSTEIN;05652-000
00459;R; ; ;ALBERTINA;02372-000
00460;R;STA; ;ALBERTINA;03172-000
00461;R; ; ;ALBERTINA DE SOUZA;05037-000
00462;R;DONA; ;ALBERTINA DOMINGOS;02129-000
00463;R; ; ;ALBERTINA V. DA SILVA GORDO;02410-000
00464;R;PROF; ;ALBERTINO ALVARO PINHEIRO;03922-000
00465;PC; ; ;ALBERTO;04672-000
00466;R; ; ;DIOGO BARBOSA BARRETO;03257-000
00467;TV; ; ;SEXTILHAS DE FREI ANTAO;02209-000
00468;R;REI; ;ALBERTO;02236-000
00469;R;STO; ;ALBERTO;04676-000
00471;R; ; ;ALBERTO ANDALO;02840-000
00472;R;MAJ; ;ALBERTO BARBOSA;03642-000
00473;AV;COMEN; ;ALBERTO BONFIGLIOLI;05593-000
00474;R; ; ;LELIO LANDUCCI;03275-000
00475;AV; ; ;ALBERTO BYINGTON;02127-000
00476;AV; ; ;ALBERTO CAMUS;03461-000
00477;R;DR; ;ALBERTO CARDOSO DE MELO;02372-000
00478;R;DR; ;ALBERTO CARDOSO DE MELLO NETO;01455-000
00479;R; ; ;ALBERTO COLOMBERO;03702-000
00480;R;PROF; ;ALBERTO CONTE;04286-000
00481;R; ; ;ALBERTO D'AVERSA;02272-000
00482;R;REI; ;ALBERTO DA BELGICA;03381-000
00483;R;DR; ;ALBERTO DA SILVEIRA;05671-000
00484;R; ; ;ALBERTO DE FREITAS;02126-000
00485;R; ; ;ALBERTO DE MACEDO;03973-000
00486;AV;DR; ;ALBERTO DE OLIVEIRA LIMA;05690-000
00487;PC;COMEN; ;ALBERTO DE SOUSA;02274-000
00488;R; ; ;ALBERTO NEPOMUCENO;04270-000
00489;R; ; ;ALBERTO FARIA;05459-000
00490;R;DESEM; ;ALBERTO GARCIA;04383-000
00491;R;DOM; ;ALBERTO GONCALVES;03193-000
00492;R; ; ;CARLOS DA ROCHA;02463-000
00493;R; ; ;ALBERTO HODGE;04740-000
00494;R; ; ;ALBERTO JULIANO;08011-000
00495;AV;ENG; ;ALBERTO KUHLMANN;04784-000
00497;R;PROF; ;ALBERTO LEVI;02077-000
00498;R;SARG; ;ALBERTO MELO DA COSTA;02142-000
00499;R;ALM; ;ALBERTO MOUTINHO;08331-000
00500;PC; ; ;ALBERTO MOREIRA;08010-000
00501;R; ; ;ALBERTO MOREIRA BATISTA FILHO;02137-000
00502;R; ; ;ALBERTO DE OLIVEIRA;01333-000
00503;R; ; ;ALBERTO PAULINO;05889-000
00504;AV;DR; ;ALBERTO PENTEADO;05678-000
00505;R;MONS; ;ALBERTO PEQUENO;01249-000
00506;R; ; ;ALBERTO PIERROTTI;02319-000
00507;R; ; ;ALBERTO I;04298-000
00508;R;S; ;PAULO ANTIGO;05684-000
00509;PC; ; ;ALBERTO RANGEL;05506-000
00510;R; ; ;DURVAL FONTOURA CASTRO;04361-000
00512;R;ENG; ;ALBERTO SCHIESSER;02755-000
00513;R;DR; ;ALBERTO SEABRA;05452-000
00514;R; ; ;ALBERTO SILVA;02466-000
00515;R;DR; ;ALBERTO TORRES;05006-000
00516;R; ; ;ALBERTO FLORES;03558-000
00517;R; ; ;ALBERTO VEIGA;05172-000
00518;R; ; ;ALBERTO WILLO;04067-000
00519;R;STA; ;ALBINA;05518-000
00520;R;STA; ;ALBINA;05171-000
00521;R; ; ;ALBINA BARBOSA;01530-000
00522;R;CEL; ;ALBINO BAIRAO;03054-000
00523;R; ; ;BARUDENE;02307-000
00524;R;SOLD; ;ALBINO CESAR;02180-000
00525;R; ; ;ALBINO DE MORAIS;04223-000
00526;PC; ; ;ALBINO FRANCISCO DE FIGUEIREDO;03433-000
00527;R; ; ;ALBINO LINS;03662-000
00528;R; ; ;ALBINO MAIA;03386-000
00529;R; ; ;ALBINO RODRIGUES COSTA;04016-000
00530;R;DR; ;ALBINO RODRIGUES DE ALVARENGA;05359-000
00531;R; ; ;ALBION;05077-000
00532;R; ; ;ALBUQUERQUE BARROS;05175-000
00533;R;PROF; ;ALBUQUERQUE GAMA;02834-000
00534;R;DR; ;ALBUQUERQUE LINS;01230-000
00535;R; ; ;MANOEL ANTONIO PINTO;05663-000
00536;R; ; ;ALBUQUERQUE MARANHAO;01540-000
00537;R; ; ;ALBUQUERQUE PINHEIRO;08120-000
00538;R; ; ;ALCACER;03655-000
00539;R; ; ;ALCACER-KEHIR;03325-000
00540;R; ; ;ACANGATARA;03404-000
00541;R; ; ;ALCANTARA;02110-000
00542;R;VISC;DE;ALCANTARA;03205-000
00543;AV; ; ;ALCANTARA MACHADO;03101-000
00544;VD; ; ;ALCANTARA MACHADO;03101-000
00545;R; ; ;ALCANTINS;04220-000
00546;R; ;DOS;ALCATRAZES;04144-000
00547;R; ;DOS;ALCATRAZES;04644-000
00548;R;SOLD; ;ALCEBIADES BOBADILHA DA CUNHA;02146-000
00549;AV;PROF; ;ALCEBIADES DELAMARE;05671-000
00550;R; ; ;ALCEU DE ALMEIDA SANTOS;02469-000
00551;AV;PROF; ;ALCEU MAYNARD ARAUJO;04726-000
00552;R;CAP; ;ALCEU VIEIRA;05055-000
00553;R; ; ;ALCEU WAMOSY;04105-000
00554;R;DONA; ;ALCIDE RIOS DE CASTRO;04027-000
00555;R;ENG; ;ALCIDES BARBOSA;01430-000
00556;R; ; ;JOSE MATOS;08142-000
00557;R;DR; ;ALCIDES DA COSTA VIDIGAL;08461-000
00558;R;DR; ;ALCIDES DA SILVEIRA FARO;05603-000
00559;R;DR; ;ALCIDES DE CAMPOS;04336-000
00560;R; ; ;ROMANA DE OLIVEIRA S. CUNHA;04336-000
00561;AL;TSARG; ;ALCIDES DE OLIVEIRA;02145-000
00562;R; ; ;ALCIDES GOIS;03581-000
00563;R; ; ;FLORENCIO VIEIRA DE ALMEIDA;04689-000
00564;R; ; ;ALCIDEZ MUNHOZ;04816-000
